,구,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),노선명,역명,승하차인원,휴일여부
379,강남,2020-01-15,-1.2,0.0,1.2,2호선,강남,244900,0
380,강남,2020-01-16,-0.5,0.0,1.0,2호선,강남,247373,0
381,강남,2020-01-17,0.0,0.0,1.0,2호선,강남,266861,1
382,강남,2020-01-18,0.7,0.0,1.0,2호선,강남,192723,1
383,강남,2020-01-19,2.7,0.5,1.4,2호선,강남,108621,1
384,강남,2020-01-20,2.2,0.0,2.0,2호선,강남,240151,0
385,강남,2020-01-21,0.6,0.0,0.9,2호선,강남,244479,0
386,강남,2020-01-22,3.1,0.0,0.8,2호선,강남,242409,0
387,강남,2020-01-23,5.1,0.0,1.1,2호선,강남,227260,0
388,강남,2020-01-24,3.5,0.0,0.8,2호선,강남,66437,1
389,강남,2020-01-25,4.7,0.0,0.6,2호선,강남,38368,1
390,강남,2020-01-26,5.9,0.0,1.1,2호선,강남,67156,1
391,강남,2020-01-27,6.5,0.5,1.7,2호선,강남,85056,1
392,강남,2020-01-28,7.5,0.0,1.1,2호선,강남,201235,0
393,강남,2020-01-29,6.3,0.0,0.8,2호선,강남,214715,0
394,강남,2020-01-30,5.8,0.0,0.9,2호선,강남,214183,0
395,강남,2020-01-31,4.4,0.0,1.2,2호선,강남,221054,1
396,강남,2020-02-01,3.2,0.0,1.1,2호선,강남,134754,1
397,강남,2020-02-02,2.7,0.0,1.1,2호선,강남,73913,1
398,강남,2020-02-03,1.0,0.0,2.3,2호선,강남,201936,0
399,강남,2020-02-04,-0.2,0.5,1.8,2호선,강남,206428,0
400,강남,2020-02-05,-6.7,0.0,2.4,2호선,강남,205924,0
401,강남,2020-02-06,-4.8,0.0,1.3,2호선,강남,204267,0
402,강남,2020-02-07,-0.1,0.0,1.3,2호선,강남,216319,1
403,강남,2020-02-08,1.2,0.0,2.2,2호선,강남,136485,1
404,강남,2020-02-09,0.3,0.0,1.2,2호선,강남,80645,1
405,강남,2020-02-10,4.1,0.0,1.0,2호선,강남,208501,0
406,강남,2020-02-11,6.6,0.0,0.8,2호선,강남,213991,0
407,강남,2020-02-12,7.5,7.5,0.6,2호선,강남,208941,0
408,강남,2020-02-13,7.4,0.0,1.3,2호선,강남,218473,0
409,강남,2020-02-14,7.8,0.0,0.6,2호선,강남,232929,1
410,강남,2020-02-15,9.6,2.0,1.1,2호선,강남,156230,1
411,강남,2020-02-16,-0.2,14.0,2.6,2호선,강남,87502,1
412,강남,2020-02-17,-4.8,0.5,2.4,2호선,강남,215704,0
413,강남,2020-02-18,-2.4,0.0,1.8,2호선,강남,219845,0
414,강남,2020-02-19,1.5,0.0,0.8,2호선,강남,219100,0
415,강남,2020-02-20,5.2,0.0,0.8,2호선,강남,215674,0
416,강남,2020-02-21,7.4,3.0,1.1,2호선,강남,214351,1
417,강남,2020-02-22,5.3,2.5,3.1,2호선,강남,123267,1
418,강남,2020-02-23,3.8,0.0,1.6,2호선,강남,64983,1
419,강남,2020-02-24,7.5,0.0,0.9,2호선,강남,169259,0
420,강남,2020-02-25,6.8,20.5,1.2,2호선,강남,155963,0
421,강남,2020-02-26,7.8,0.0,1.3,2호선,강남,151088,0
422,강남,2020-02-27,7.3,0.0,1.1,2호선,강남,143958,0
423,강남,2020-02-28,5.1,4.0,0.8,2호선,강남,140757,1
424,강남,2020-02-29,8.2,0.0,0.9,2호선,강남,72399,1
425,강남,2020-03-01,6.6,0.0,1.3,2호선,강남,36653,1
426,강남,2020-03-02,4.5,0.0,1.9,2호선,강남,125683,0
427,강남,2020-03-03,6.0,0.0,1.5,2호선,강남,126029,0
428,강남,2020-03-04,3.4,0.0,2.7,2호선,강남,126340,0
429,강남,2020-03-05,2.5,0.0,1.9,2호선,강남,129179,0
430,강남,2020-03-06,4.2,0.0,0.9,2호선,강남,138591,1
431,강남,2020-03-07,7.4,0.0,1.0,2호선,강남,81197,1
432,강남,2020-03-08,9.2,0.0,0.8,2호선,강남,45716,1
433,강남,2020-03-09,11.3,0.0,0.9,2호선,강남,146221,0
434,강남,2020-03-10,7.6,11.5,1.6,2호선,강남,142233,0
435,강남,2020-03-11,4.7,0.0,2.4,2호선,강남,146194,0
436,강남,2020-03-12,7.7,0.0,1.6,2호선,강남,144654,0
437,강남,2020-03-13,6.3,0.0,2.3,2호선,강남,154224,1
438,강남,2020-03-14,5.2,0.0,2.2,2호선,강남,90803,1
439,강남,2020-03-15,5.3,0.0,2.6,2호선,강남,49390,1
440,강남,2020-03-16,4.6,0.0,1.7,2호선,강남,144604,0
441,강남,2020-03-17,7.0,0.0,1.4,2호선,강남,146676,0
442,강남,2020-03-18,10.3,0.0,1.2,2호선,강남,149749,0
443,강남,2020-03-19,10.3,0.0,3.5,2호선,강남,144681,0
444,강남,2020-03-20,9.8,0.0,2.0,2호선,강남,160727,1
445,강남,2020-03-21,13.4,0.0,1.3,2호선,강남,96865,1
446,강남,2020-03-22,12.4,0.0,2.2,2호선,강남,52029,1
447,강남,2020-03-23,11.0,0.0,1.6,2호선,강남,148240,0
448,강남,2020-03-24,11.7,0.0,1.2,2호선,강남,149305,0
449,강남,2020-03-25,12.9,0.0,1.1,2호선,강남,153288,0
450,강남,2020-03-26,14.7,1.0,0.9,2호선,강남,149823,0
451,강남,2020-03-27,13.1,6.5,2.0,2호선,강남,162585,1
452,강남,2020-03-28,9.0,0.0,2.1,2호선,강남,95479,1
453,강남,2020-03-29,9.4,0.0,1.2,2호선,강남,50264,1
454,강남,2020-03-30,11.1,0.0,1.3,2호선,강남,147825,0
455,강남,2020-03-31,12.7,0.0,1.2,2호선,강남,148309,0
456,강남,2020-04-01,12.4,0.0,2.1,2호선,강남,148389,0
457,강남,2020-04-02,10.2,0.0,1.6,2호선,강남,148372,0
458,강남,2020-04-03,10.8,0.0,1.8,2호선,강남,160138,1
459,강남,2020-04-04,10.1,0.0,2.5,2호선,강남,95781,1
460,강남,2020-04-05,8.3,0.0,1.8,2호선,강남,50636,1
461,강남,2020-04-06,9.8,0.0,1.6,2호선,강남,153225,0
462,강남,2020-04-07,11.5,0.0,1.7,2호선,강남,154953,0
463,강남,2020-04-08,10.9,0.0,2.4,2호선,강남,155123,0
464,강남,2020-04-09,9.8,0.0,2.0,2호선,강남,155974,0
465,강남,2020-04-10,11.3,0.0,1.4,2호선,강남,167395,1
466,강남,2020-04-11,10.3,0.0,1.6,2호선,강남,99748,1
467,강남,2020-04-12,10.5,0.0,1.9,2호선,강남,53548,1
468,강남,2020-04-13,12.6,0.0,1.4,2호선,강남,157135,0
469,강남,2020-04-14,13.5,0.0,1.5,2호선,강남,166991,0
470,강남,2020-04-15,13.9,0.0,1.2,2호선,강남,79656,1
471,강남,2020-04-16,16.1,0.0,1.2,2호선,강남,159865,0
472,강남,2020-04-17,13.0,11.0,1.4,2호선,강남,166888,1
473,강남,2020-04-18,14.6,0.0,1.5,2호선,강남,109039,1
474,강남,2020-04-19,12.6,10.0,1.0,2호선,강남,54888,1
475,강남,2020-04-20,11.1,0.0,2.0,2호선,강남,159821,0
476,강남,2020-04-21,8.7,0.0,3.1,2호선,강남,165817,0
477,강남,2020-04-22,7.4,0.0,2.9,2호선,강남,164928,0
478,강남,2020-04-23,9.2,0.0,2.8,2호선,강남,167818,0
479,강남,2020-04-24,10.8,0.0,2.1,2호선,강남,183653,1
480,강남,2020-04-25,14.4,0.0,2.5,2호선,강남,117405,1
481,강남,2020-04-26,13.3,0.0,1.9,2호선,강남,64027,1
482,강남,2020-04-27,13.6,0.0,1.7,2호선,강남,165505,0
483,강남,2020-04-28,14.4,0.0,1.7,2호선,강남,170239,0
484,강남,2020-04-29,15.6,0.0,1.6,2호선,강남,181588,0
485,강남,2020-04-30,17.6,0.0,1.7,2호선,강남,84450,1
486,강남,2020-05-01,21.3,0.0,1.7,2호선,강남,103288,1
487,강남,2020-05-02,21.3,0.0,1.4,2호선,강남,100106,1
488,강남,2020-05-03,22.2,0.0,1.1,2호선,강남,62281,1
489,강남,2020-05-04,21.5,0.0,1.8,2호선,강남,152495,0
490,강남,2020-05-05,16.3,0.0,1.0,2호선,강남,72687,1
491,강남,2020-05-06,20.2,0.0,0.9,2호선,강남,179528,0
492,강남,2020-05-07,21.1,0.0,1.5,2호선,강남,182288,0
493,강남,2020-05-08,20.4,2.5,1.5,2호선,강남,186313,1
494,강남,2020-05-09,15.1,26.0,1.3,2호선,강남,114462,1
495,강남,2020-05-10,15.1,0.5,1.3,2호선,강남,65192,1
496,강남,2020-05-11,17.4,2.0,1.7,2호선,강남,170615,0
497,강남,2020-05-12,15.2,1.0,1.8,2호선,강남,171574,0
498,강남,2020-05-13,16.5,0.0,1.8,2호선,강남,171658,0
499,강남,2020-05-14,20.1,0.0,1.0,2호선,강남,170670,0
500,강남,2020-05-15,16.3,11.5,0.9,2호선,강남,176065,1
501,강남,2020-05-16,17.5,0.5,1.0,2호선,강남,110231,1
502,강남,2020-05-17,20.5,0.0,1.2,2호선,강남,62511,1
503,강남,2020-05-18,20.0,25.5,1.5,2호선,강남,164616,0
504,서초구,2019-01-01,-4.2,0.0,1.5,3호선,고속터미널,81143,1
505,서초구,2019-01-02,-4.2,0.0,1.5,3호선,고속터미널,108547,0
506,서초구,2019-01-03,-3.1,0.0,1.0,3호선,고속터미널,111173,0
507,서초구,2019-01-04,-0.8,0.0,1.1,3호선,고속터미널,131287,1
508,서초구,2019-01-05,-2.0,0.0,1.9,3호선,고속터미널,142740,1
509,서초구,2019-01-06,-2.5,0.0,1.1,3호선,고속터미널,109878,1
510,서초구,2019-01-07,-1.8,0.0,1.3,3호선,고속터미널,108767,0
511,서초구,2019-01-08,-2.3,0.0,2.6,3호선,고속터미널,109168,0
512,서초구,2019-01-09,-3.6,0.0,1.3,3호선,고속터미널,108592,0
513,서초구,2019-01-10,0.3,0.0,1.2,3호선,고속터미널,111907,0
514,서초구,2019-01-11,3.2,0.0,1.0,3호선,고속터미널,133683,1
515,서초구,2019-01-12,3.3,0.0,1.2,3호선,고속터미널,146535,1
516,서초구,2019-01-13,1.7,0.0,1.2,3호선,고속터미널,114014,1
517,서초구,2019-01-14,1.6,0.0,1.0,3호선,고속터미널,107912,0
518,서초구,2019-01-15,-0.7,0.0,2.4,3호선,고속터미널,108278,0
519,서초구,2019-01-16,-4.2,0.0,1.9,3호선,고속터미널,110334,0
520,서초구,2019-01-17,0.6,0.0,1.7,3호선,고속터미널,113492,0
521,서초구,2019-01-18,0.6,0.0,1.2,3호선,고속터미널,136151,1
522,서초구,2019-01-19,3.8,0.0,1.0,3호선,고속터미널,145873,1
523,서초구,2019-01-20,-0.4,0.0,3.3,3호선,고속터미널,115355,1
524,서초구,2019-01-21,-0.5,0.0,1.6,3호선,고속터미널,108413,0
525,서초구,2019-01-22,2.1,0.0,1.3,3호선,고속터미널,109495,0
526,서초구,2019-01-23,2.5,0.0,2.1,3호선,고속터미널,110428,0
527,서초구,2019-01-24,0.3,0.0,1.2,3호선,고속터미널,113871,0
528,서초구,2019-01-25,-0.4,0.0,2.3,3호선,고속터미널,135384,1
529,서초구,2019-01-26,-1.7,0.0,2.3,3호선,고속터미널,148960,1
530,서초구,2019-01-27,-0.1,0.0,1.3,3호선,고속터미널,112795,1
531,서초구,2019-01-28,1.9,0.0,2.4,3호선,고속터미널,110728,0
532,서초구,2019-01-29,0.6,0.0,1.1,3호선,고속터미널,110419,0
533,서초구,2019-01-30,2.7,0.0,1.3,3호선,고속터미널,111712,0
534,서초구,2019-01-31,-1.2,0.0,2.6,3호선,고속터미널,114560,0
535,서초구,2019-02-01,-1.6,0.0,1.4,3호선,고속터미널,139193,1
536,서초구,2019-02-02,2.1,0.0,1.5,3호선,고속터미널,126231,1
537,서초구,2019-02-03,3.7,23.0,1.4,3호선,고속터미널,97570,1
538,서초구,2019-02-04,0.2,0.0,2.0,3호선,고속터미널,70301,1
539,서초구,2019-02-05,2.6,0.0,1.2,3호선,고속터미널,70573,1
540,서초구,2019-02-06,5.6,0.0,1.1,3호선,고속터미널,116214,1
541,서초구,2019-02-07,-1.4,0.0,3.1,3호선,고속터미널,116611,0
542,서초구,2019-02-08,-5.0,0.0,2.0,3호선,고속터미널,127807,1
543,서초구,2019-02-09,-4.4,0.0,2.6,3호선,고속터미널,143667,1
544,서초구,2019-02-10,-4.0,0.0,1.7,3호선,고속터미널,110664,1
545,서초구,2019-02-11,-1.9,0.0,2.0,3호선,고속터미널,114322,0
546,서초구,2019-02-12,0.3,0.0,1.6,3호선,고속터미널,116444,0
547,서초구,2019-02-13,-1.0,0.0,1.9,3호선,고속터미널,121241,0
548,서초구,2019-02-14,0.3,0.0,1.2,3호선,고속터미널,125415,0
549,서초구,2019-02-15,0.1,0.0,1.5,3호선,고속터미널,141705,1
550,서초구,2019-02-16,-1.7,0.0,2.2,3호선,고속터미널,160011,1
551,서초구,2019-02-17,-1.2,0.0,1.6,3호선,고속터미널,120547,1
552,서초구,2019-02-18,1.4,0.0,1.2,3호선,고속터미널,116436,0
553,서초구,2019-02-19,1.8,5.0,1.0,3호선,고속터미널,111994,0
554,서초구,2019-02-20,2.7,0.0,1.5,3호선,고속터미널,119053,0
555,서초구,2019-02-21,2.4,0.0,1.1,3호선,고속터미널,123331,0
556,서초구,2019-02-22,3.9,0.0,1.2,3호선,고속터미널,145048,1
557,서초구,2019-02-23,6.4,0.0,1.1,3호선,고속터미널,159369,1
558,서초구,2019-02-24,6.3,0.0,1.3,3호선,고속터미널,124684,1
559,서초구,2019-02-25,5.3,0.0,1.5,3호선,고속터미널,121988,0
560,서초구,2019-02-26,5.7,0.0,1.4,3호선,고속터미널,123135,0
561,서초구,2019-02-27,8.7,0.0,1.4,3호선,고속터미널,123756,0
562,서초구,2019-02-28,6.6,0.0,1.3,3호선,고속터미널,147882,0
563,서초구,2019-03-01,6.6,0.0,1.4,3호선,고속터미널,147481,1
564,서초구,2019-03-02,7.8,0.0,1.1,3호선,고속터미널,142614,1
565,서초구,2019-03-03,9.6,0.0,1.2,3호선,고속터미널,122048,1
566,서초구,2019-03-04,10.1,0.0,1.2,3호선,고속터미널,102475,0
567,서초구,2019-03-05,8.6,0.0,1.3,3호선,고속터미널,99512,0
568,서초구,2019-03-06,8.9,0.0,1.5,3호선,고속터미널,102180,0
569,서초구,2019-03-07,7.9,0.0,1.6,3호선,고속터미널,109832,0
570,서초구,2019-03-08,6.4,0.0,1.4,3호선,고속터미널,138191,1
571,서초구,2019-03-09,7.3,0.0,1.3,3호선,고속터미널,154085,1
572,서초구,2019-03-10,10.7,0.0,1.1,3호선,고속터미널,121352,1
573,서초구,2019-03-11,7.0,0.0,1.6,3호선,고속터미널,106402,0
574,서초구,2019-03-12,4.9,0.0,2.0,3호선,고속터미널,104059,0
575,서초구,2019-03-13,4.1,0.0,2.1,3호선,고속터미널,105755,0
576,서초구,2019-03-14,5.6,0.0,1.5,3호선,고속터미널,111784,0
577,서초구,2019-03-15,5.3,12.5,1.3,3호선,고속터미널,139315,1
578,서초구,2019-03-16,5.3,0.0,1.4,3호선,고속터미널,156058,1
579,서초구,2019-03-17,6.0,0.0,1.6,3호선,고속터미널,124629,1
580,서초구,2019-03-18,7.2,0.0,1.4,3호선,고속터미널,97198,0
581,서초구,2019-03-19,10.2,0.0,1.3,3호선,고속터미널,104583,0
582,서초구,2019-03-20,10.5,19.5,1.0,3호선,고속터미널,102937,0
583,서초구,2019-03-21,8.1,4.0,2.2,3호선,고속터미널,107721,0
584,서초구,2019-03-22,4.1,0.0,2.7,3호선,고속터미널,139025,1
585,서초구,2019-03-23,3.9,2.0,2.4,3호선,고속터미널,154316,1
586,서초구,2019-03-24,4.6,0.0,1.6,3호선,고속터미널,122104,1
587,서초구,2019-03-25,8.2,0.0,1.7,3호선,고속터미널,104903,0
588,서초구,2019-03-26,11.8,0.0,1.5,3호선,고속터미널,103785,0
589,서초구,2019-03-27,12.7,0.0,1.9,3호선,고속터미널,104448,0
590,서초구,2019-03-28,10.1,0.0,1.7,3호선,고속터미널,110231,0
591,서초구,2019-03-29,10.1,0.0,1.7,3호선,고속터미널,139493,1
592,서초구,2019-03-30,5.9,3.0,1.7,3호선,고속터미널,154527,1
593,서초구,2019-03-31,5.3,0.0,2.3,3호선,고속터미널,121119,1
594,서초구,2019-04-01,6.1,0.0,1.8,3호선,고속터미널,104046,0
595,서초구,2019-04-02,6.8,0.0,1.7,3호선,고속터미널,100118,0
596,서초구,2019-04-03,7.7,0.0,1.5,3호선,고속터미널,102248,0
597,서초구,2019-04-04,9.6,0.0,1.9,3호선,고속터미널,107995,0
598,서초구,2019-04-05,11.7,0.0,1.8,3호선,고속터미널,139772,1
599,서초구,2019-04-06,9.8,0.0,1.0,3호선,고속터미널,153414,1
600,서초구,2019-04-07,13.1,0.0,1.4,3호선,고속터미널,126482,1
601,서초구,2019-04-08,12.0,0.0,2.0,3호선,고속터미널,104449,0
602,서초구,2019-04-09,9.7,19.0,1.7,3호선,고속터미널,101573,0
603,서초구,2019-04-10,7.5,3.5,1.3,3호선,고속터미널,100850,0
604,서초구,2019-04-11,9.8,0.0,1.3,3호선,고속터미널,107800,0
605,서초구,2019-04-12,11.5,0.0,1.4,3호선,고속터미널,140218,1
606,서초구,2019-04-13,12.0,0.0,1.4,3호선,고속터미널,158540,1
607,서초구,2019-04-14,10.2,1.0,1.7,3호선,고속터미널,117448,1
608,서초구,2019-04-15,11.9,0.0,1.3,3호선,고속터미널,95208,0
609,서초구,2019-04-16,14.9,0.0,1.4,3호선,고속터미널,103007,0
610,서초구,2019-04-17,15.5,0.0,1.5,3호선,고속터미널,104588,0
611,서초구,2019-04-18,13.2,0.0,1.4,3호선,고속터미널,104432,0
612,서초구,2019-04-19,14.1,0.0,1.3,3호선,고속터미널,132108,1
613,서초구,2019-04-20,14.8,0.0,1.4,3호선,고속터미널,152399,1
614,서초구,2019-04-21,15.4,0.5,1.1,3호선,고속터미널,114100,1
615,서초구,2019-04-22,19.6,0.0,1.2,3호선,고속터미널,102699,0
616,서초구,2019-04-23,20.6,0.0,1.1,3호선,고속터미널,99217,0
617,서초구,2019-04-24,19.1,7.5,1.2,3호선,고속터미널,101161,0
618,서초구,2019-04-25,13.6,10.5,1.3,3호선,고속터미널,109441,0
619,서초구,2019-04-26,9.3,2.0,1.1,3호선,고속터미널,142723,1
620,서초구,2019-04-27,12.3,0.0,1.3,3호선,고속터미널,163245,1
621,서초구,2019-04-28,13.2,0.0,1.1,3호선,고속터미널,128583,1
622,서초구,2019-04-29,12.6,0.0,1.0,3호선,고속터미널,108204,0
623,서초구,2019-04-30,15.4,0.0,1.4,3호선,고속터미널,114060,0
624,서초구,2019-05-01,16.7,0.0,1.6,3호선,고속터미널,113745,1
625,서초구,2019-05-02,16.7,0.0,1.5,3호선,고속터미널,115006,0
626,서초구,2019-05-03,17.8,0.0,1.3,3호선,고속터미널,164783,1
627,서초구,2019-05-04,19.2,0.0,1.2,3호선,고속터미널,176368,1
628,서초구,2019-05-05,19.4,0.0,1.5,3호선,고속터미널,127646,1
629,서초구,2019-05-06,15.0,0.0,2.6,3호선,고속터미널,153429,1
630,서초구,2019-05-07,14.8,0.0,1.6,3호선,고속터미널,112193,0
631,서초구,2019-05-08,16.2,0.0,1.8,3호선,고속터미널,105341,0
632,서초구,2019-05-09,17.0,0.0,1.5,3호선,고속터미널,108871,0
633,서초구,2019-05-10,18.0,0.0,1.4,3호선,고속터미널,141080,1
634,서초구,2019-05-11,20.2,0.0,1.2,3호선,고속터미널,167275,1
635,서초구,2019-05-12,21.2,0.0,1.2,3호선,고속터미널,130658,1
636,서초구,2019-05-13,18.7,0.0,1.3,3호선,고속터미널,105994,0
637,서초구,2019-05-14,20.2,0.0,1.3,3호선,고속터미널,106551,0
638,서초구,2019-05-15,21.5,0.0,1.2,3호선,고속터미널,108835,0
639,서초구,2019-05-16,24.0,0.0,1.4,3호선,고속터미널,109166,0
640,서초구,2019-05-17,23.7,0.0,1.0,3호선,고속터미널,141643,1
641,서초구,2019-05-18,22.5,0.0,2.5,3호선,고속터미널,161150,1
642,서초구,2019-05-19,19.0,15.5,1.6,3호선,고속터미널,124061,1
643,서초구,2019-05-20,16.7,3.5,1.7,3호선,고속터미널,96323,0
644,서초구,2019-05-21,17.4,0.0,1.9,3호선,고속터미널,105466,0
645,서초구,2019-05-22,20.5,0.0,1.8,3호선,고속터미널,104605,0
646,서초구,2019-05-23,22.1,0.0,1.3,3호선,고속터미널,108629,0
647,서초구,2019-05-24,25.0,0.0,1.3,3호선,고속터미널,141859,1
648,서초구,2019-05-25,23.5,0.0,1.3,3호선,고속터미널,162130,1
649,서초구,2019-05-26,24.5,0.0,1.3,3호선,고속터미널,129135,1
650,서초구,2019-05-27,18.1,4.5,1.8,3호선,고속터미널,101318,0
651,서초구,2019-05-28,18.6,0.0,1.6,3호선,고속터미널,103219,0
652,서초구,2019-05-29,20.5,0.0,1.5,3호선,고속터미널,102232,0
653,서초구,2019-05-30,20.4,0.0,1.6,3호선,고속터미널,107470,0
654,서초구,2019-05-31,20.0,0.0,1.6,3호선,고속터미널,135274,1
655,서초구,2019-06-01,19.0,0.0,1.3,3호선,고속터미널,152259,1
656,서초구,2019-06-02,21.6,0.0,1.3,3호선,고속터미널,119397,1
657,서초구,2019-06-03,23.5,0.0,1.5,3호선,고속터미널,102457,0
658,서초구,2019-06-04,23.0,0.0,1.5,3호선,고속터미널,102487,0
659,서초구,2019-06-05,23.6,0.0,1.4,3호선,고속터미널,121711,0
660,서초구,2019-06-06,21.7,7.5,1.1,3호선,고속터미널,113959,1
661,서초구,2019-06-07,20.1,48.5,1.3,3호선,고속터미널,122127,1
662,서초구,2019-06-08,22.2,0.0,1.3,3호선,고속터미널,143342,1
663,서초구,2019-06-09,22.0,0.5,1.5,3호선,고속터미널,110617,1
664,서초구,2019-06-10,19.0,4.5,1.2,3호선,고속터미널,101161,0
665,서초구,2019-06-11,21.1,0.0,1.2,3호선,고속터미널,101790,0
666,서초구,2019-06-12,21.9,0.0,1.3,3호선,고속터미널,102063,0
667,서초구,2019-06-13,23.3,0.0,1.6,3호선,고속터미널,107582,0
668,서초구,2019-06-14,23.6,0.0,1.6,3호선,고속터미널,132604,1
669,서초구,2019-06-15,22.4,2.0,2.0,3호선,고속터미널,148765,1
670,서초구,2019-06-16,21.9,0.0,1.2,3호선,고속터미널,110480,1
671,서초구,2019-06-17,22.1,0.0,1.6,3호선,고속터미널,96410,0
672,서초구,2019-06-18,20.8,17.5,1.2,3호선,고속터미널,104182,0
673,서초구,2019-06-19,22.1,0.0,1.3,3호선,고속터미널,105391,0
674,서초구,2019-06-20,23.6,0.0,1.4,3호선,고속터미널,112950,0
675,서초구,2019-06-21,22.9,0.0,1.5,3호선,고속터미널,138088,1
676,서초구,2019-06-22,24.6,0.0,1.2,3호선,고속터미널,158193,1
677,서초구,2019-06-23,24.3,1.0,1.3,3호선,고속터미널,120225,1
678,서초구,2019-06-24,25.0,0.0,1.4,3호선,고속터미널,114210,0
679,서초구,2019-06-25,25.8,0.0,1.4,3호선,고속터미널,112719,0
680,서초구,2019-06-26,25.2,0.0,1.5,3호선,고속터미널,108751,0
681,서초구,2019-06-27,25.9,0.0,1.2,3호선,고속터미널,110644,0
682,서초구,2019-06-28,24.6,0.5,1.2,3호선,고속터미널,136680,1
683,서초구,2019-06-29,23.2,2.5,1.3,3호선,고속터미널,144887,1
684,서초구,2019-06-30,24.5,0.0,1.3,3호선,고속터미널,113875,1
685,서초구,2019-07-01,24.2,0.0,1.4,3호선,고속터미널,106484,0
686,서초구,2019-07-02,24.9,0.0,1.4,3호선,고속터미널,105362,0
687,서초구,2019-07-03,24.5,0.0,1.4,3호선,고속터미널,105653,0
688,서초구,2019-07-04,25.7,0.0,1.3,3호선,고속터미널,110970,0
689,서초구,2019-07-05,28.3,0.0,1.6,3호선,고속터미널,137402,1
690,서초구,2019-07-06,29.3,0.0,1.8,3호선,고속터미널,149844,1
691,서초구,2019-07-07,26.6,0.0,1.8,3호선,고속터미널,116612,1
692,서초구,2019-07-08,25.0,0.0,1.7,3호선,고속터미널,106918,0
693,서초구,2019-07-09,25.3,0.0,1.6,3호선,고속터미널,108218,0
694,서초구,2019-07-10,22.7,12.5,1.5,3호선,고속터미널,106438,0
695,서초구,2019-07-11,22.3,5.0,1.6,3호선,고속터미널,106758,0
696,서초구,2019-07-12,24.2,0.0,1.3,3호선,고속터미널,135883,1
697,서초구,2019-07-13,25.2,0.0,1.3,3호선,고속터미널,147976,1
698,서초구,2019-07-14,26.2,0.0,1.1,3호선,고속터미널,117685,1
699,서초구,2019-07-15,23.9,2.5,1.2,3호선,고속터미널,96338,0
700,서초구,2019-07-16,25.3,1.0,1.2,3호선,고속터미널,106550,0
701,서초구,2019-07-17,26.7,0.0,1.2,3호선,고속터미널,107983,0
702,서초구,2019-07-18,27.7,7.5,1.1,3호선,고속터미널,112185,0
703,서초구,2019-07-19,28.1,0.0,1.7,3호선,고속터미널,137101,1
704,서초구,2019-07-20,28.6,1.0,1.9,3호선,고속터미널,138919,1
705,서초구,2019-07-21,25.7,8.5,1.1,3호선,고속터미널,113127,1
706,서초구,2019-07-22,27.8,0.0,1.2,3호선,고속터미널,110417,0
707,서초구,2019-07-23,28.8,0.0,1.2,3호선,고속터미널,110669,0
708,서초구,2019-07-24,26.8,0.5,1.0,3호선,고속터미널,107879,0
709,서초구,2019-07-25,26.7,10.0,1.0,3호선,고속터미널,111093,0
710,서초구,2019-07-26,25.9,102.5,1.0,3호선,고속터미널,133779,1
711,서초구,2019-07-27,29.1,28.0,1.0,3호선,고속터미널,142086,1
712,서초구,2019-07-28,26.4,25.0,1.0,3호선,고속터미널,110779,1
713,서초구,2019-07-29,28.2,0.5,1.1,3호선,고속터미널,115556,0
714,서초구,2019-07-30,28.8,0.0,1.3,3호선,고속터미널,113535,0
715,서초구,2019-07-31,26.5,51.0,1.1,3호선,고속터미널,113560,0
716,서초구,2019-08-01,27.5,58.5,1.1,3호선,고속터미널,119961,0
717,서초구,2019-08-02,29.2,0.0,1.2,3호선,고속터미널,143042,1
718,서초구,2019-08-03,29.5,1.5,1.1,3호선,고속터미널,139564,1
719,서초구,2019-08-04,29.2,0.0,1.2,3호선,고속터미널,115744,1
720,서초구,2019-08-05,31.5,0.0,1.2,3호선,고속터미널,118797,0
721,서초구,2019-08-06,31.7,0.0,1.3,3호선,고속터미널,114340,0
722,서초구,2019-08-07,27.3,11.0,0.9,3호선,고속터미널,108839,0
